intent,text
payment_inquiry,pembayaran via LinkAja error mulu kak
operating_hours_location,ada store di Summarecon Mal Serpong ga deh
account_data,keamanan alamat di platform ini gimana
technical_support,kenapa tokopedia terus crash gan
account_data,akun saya kenapa kena banned min
payment_inquiry,mau ganti metode pembayaran bisa ga min
promotions_discounts,cashback Dana coins bisa buat apa aja
payment_inquiry,minta e-invoice buat laporan pajak dong
product_service_info,berapa berat mesin cuci ini ya sih
order_status,udah 5 minggu barang ga nyampe ya
product_service_info,beda versi lama sama baru meja kerja apa aja min
payment_inquiry,tagihan beda sama harga di keranjang kenapa dong
refund_request,udah upload bukti kok masih diproses nih
account_data,cara lihat semua perangkat yg login ke akun deh
cancellation_request,cara cancel pemesanan custom yg belum dibuat min
order_status,minta update resi GX8291 dong deh
operating_hours_location,cara menuju lokasi toko dari stasiun kereta min
shipping_information,kenapa ongkir ke daerah saya lebih mahal sob
payment_inquiry,cara aktifkan auto debit gimana nih
technical_support,push notification spam padahal udah matiin min
payment_inquiry,bayar lewat Indomaret bisa ga ya deh
refund_request,batas waktu pengajuan refund berapa hari deh
technical_support,face id login error padahal udah setting gan
product_service_info,tripod ini import atau lokal sih
refund_request,retur pesanan bisa via AnterAja ga nih
promotions_discounts,ada diskon besar-besaran payday ga gan
cancellation_request,cara berhenti langganan paket langganan deh
payment_inquiry,bayar pake COD bisa ga sob
refund_request,kapan refund produk saya cair dong
order_status,cek kiriman Pos Indonesia saya dong ya
refund_request,retur barang bisa via JNE ga nih
complaint,saya mau lapor makanan baret
refund_request,cara klaim refund hp yang lecet
complaint,barang kotor ada noda bekas pake
promotions_discounts,kode voucher diskon 20% masih berlaku ga ya
product_service_info,cara klaim garansi gamepad gimana sih
complaint,mau komplen nih laptopnya baret bang
account_data,settingan privasi letaknya dmn gan
payment_inquiry,transaksi gagal tapi keluar notif sukses nih
cancellation_request,salah pencet order mau dibatalkan sob
payment_inquiry,pembayaran via ShopeePay error mulu ya
refund_request,refund paket ke rekening Mandiri bisa deh
promotions_discounts,cara ikut lucky draw berhadiah di platform min
account_data,mau nonaktifkan akun sementara bisa ga sob
promotions_discounts,diskon baru untuk hari belanja nasional berapa persen
complaint,kena overcharge di payment ini gimana min
order_status,orderan di cancel sepihak sama seller ya
product_service_info,stok lampu ring masih ada ya
technical_support,fitur verifikasi error ga keluar hasil ya
account_data,cara setting alamat supaya aman
operating_hours_location,outlet Bandung buka hari Jumat ga
cancellation_request,pengen cancel streaming musik saya nih
promotions_discounts,voucher diskon ga bisa di-apply kenapa min
promotions_discounts,diskon 10% maksimal potongan berapa gan
technical_support,cara fix freeze di gojek
cancellation_request,cara membatalkan layanan berlangganan langganan gan
complaint,seller kirim produk basah ini gimana
product_service_info,info produk lampu ring dong
shipping_information,rate SiCepat untuk 10 kg ke Papua
product_service_info,beda powerbank mini vs max apa
operating_hours_location,jam CS untuk area Sulawesi berapa
product_service_info,beli tripod dapet bonus apa ga
operating_hours_location,outlet di Yogyakarta dimana aja kak
shipping_information,apakah ada layanan jemput paket retur bang
refund_request,minta uang balik pesanan ga sesuai foto nih
shipping_information,apakah AnterAja bisa same day ke Manado
complaint,kok garansinya dipersulit sih gan
operating_hours_location,bisa booking slot kunjungan ke toko ga kak
product_service_info,stok headphone masih ada ga
account_data,verifikasi alamat gagal ini gimana
payment_inquiry,kelebihan bayar bisa di refund ga gan
refund_request,refund bisa ke OVO ga
promotions_discounts,kok diskon di keranjang ilang pas checkout dong
payment_inquiry,saldo Dana ga kepotong padahal bayar sukses
order_status,paket saya ada di Malang belum
account_data,notif perubahan username tidak masuk
product_service_info,review kamera dari user lain bisa liat ga
account_data,ganti bahasa default app bisa ga kak
account_data,fitur ingat saya tidak berfungsi ya
shipping_information,pengiriman Ninja ke Pontianak aman ga
operating_hours_location,outlet Malang buka hari Jumat ga
order_status,resi TK29019 kok belum update
account_data,cara hapus kartu kredit yg tersimpan di akun
cancellation_request,batalin aja ya sob
cancellation_request,salah pencet order mau dibatalkan gan
account_data,akun saya kenapa tidak aktif
shipping_information,rate TIKI untuk 5 kg ke Balikpapan
promotions_discounts,ada cashback buat pengguna baru ga bang
product_service_info,speaker sudah bersertifikat halal belum kak
complaint,saya korban penipuan di platform ini
order_status,paket saya ada di Medan belum
payment_inquiry,struk digital ga bisa didownload deh
technical_support,login ovo gagal padahal data benar
operating_hours_location,gerai reseller terdekat dari lokasi saya
shipping_information,cara tracking J&T ke Semarang
operating_hours_location,kantor yg khusus ngurus garansi dmn dong
account_data,cara ganti alamat email yg terdaftar
refund_request,kapan refund sepatu saya cair ya
account_data,cara hapus kartu kredit yg tersimpan di akun sih
order_status,paket saya ada di Aceh belum
refund_request,refund langsung atau pake voucher deh
operating_hours_location,jadwal buka pas lebaran gimana
product_service_info,flash disk ini ada bonus aksesoris ga
product_service_info,info produk jam tangan dong
operating_hours_location,outlet yg buka 24 jam di Aceh mana nih
order_status,udah 1 hari belum nyampe paketnya ya
account_data,bisa daftar tanpa nomor telepon ga ya
account_data,update alamat akun bisa ga nih
refund_request,barang udah dikirim balik tapi uang belum cair gan
refund_request,minta dikembalikan uang untuk laptop
order_status,status pengiriman error mulu di app dong
operating_hours_location,lokasi gerai di Grand Indonesia lantai berapa
shipping_information,perkiraan nyampe 7 hari atau seminggu
refund_request,duit saya balik kapan nih deh
account_data,tidak bisa daftar karena NIK sudah dipakai min
complaint,seller tukang tipu ga ada itikad baik nih
promotions_discounts,voucher payday masih berlaku ga
product_service_info,apa hp ini waterproof
payment_inquiry,udah dp tapi pelunasan dibatalin sistem min
complaint,minta pertanggungjawaban atas hp retak
cancellation_request,minta cancel tiket pesawat yg sudah dipesan dong
product_service_info,beli keyboard dapet bonus apa ga
order_status,cek kiriman AnterAja saya dong
technical_support,sistem lemot transaksi pending lama
refund_request,uang saya balik full ga sih
shipping_information,cara tracking Ninja ke Bali
technical_support,crash setiap kali buka menu search kak
product_service_info,bahan barang ini ori atau bukan dong
payment_inquiry,cara bayar pake LinkAja gimana deh
shipping_information,J&T tersedia di NTT ga
promotions_discounts,promo anniversary berlaku sampai kapan
complaint,minta pertanggungjawaban atas barang tidak berfungsi
operating_hours_location,nomor telepon toko Surabaya berapa
shipping_information,kirim paket ke Batam via Grab Express berapa hari
cancellation_request,minta cancel tiket bus yg sudah dipesan ya
product_service_info,kamera cocok buat korporat ga gan
product_service_info,setrika versi terbaru kapan rilis min
complaint,saya mau lapor pesanan penyok
technical_support,crash setiap kali buka menu notifikasi sob
account_data,fitur ingat saya tidak berfungsi sob
refund_request,cara klaim refund barang yang kotor
shipping_information,berapa lama pengiriman ke pelosok Bali nih
account_data,data KTP saya disalahgunakan orang dong
order_status,cek kiriman TIKI saya dong ya
technical_support,fitur live di ovo ga berfungsi
order_status,udah 1 hari belum nyampe paketnya min
order_status,kok ada tulisan pengiriman gagal nih
order_status,paket nyasar ke kota lain ini gimana sih
order_status,driver udah otw belum
payment_inquiry,struk digital ga bisa didownload sih
shipping_information,cara tracking SiCepat ke Balikpapan
cancellation_request,ada biaya cancel untuk asuransi ga
refund_request,syarat pengembalian paket apa aja
cancellation_request,cara membatalkan layanan berlangganan paket data
product_service_info,isi dalam box mesin cuci apa aja sob
refund_request,syarat retur laptop apa aja gan
cancellation_request,salah pencet order mau dibatalkan
promotions_discounts,kode promo 12.12 gimana dapat nya
complaint,mau komplen ke pihak yg lebih tinggi ya
promotions_discounts,cashback rekening BNI untuk lebaran berapa
operating_hours_location,ada store di Summarecon Mal Serpong ga sih
product_service_info,bedanya barang ini tipe standard sama B apa sob
promotions_discounts,voucher tahun baru masih berlaku ga
promotions_discounts,ada promo natal nih ya
order_status,cek kiriman Grab Express saya dong ya
payment_inquiry,bayar pake kartu kredit bisa ga kak
product_service_info,kamera ini bisa dicuci pake mesin cuci nih
shipping_information,kirim paket ke Yogyakarta via Pos Indonesia berapa hari
complaint,seller tukang tipu ga ada itikad baik bang
product_service_info,beli earphone dapet bonus apa ga
payment_inquiry,cicilan 30% buat lampu ring ada ga
promotions_discounts,event diskon payday tanggal berapa aja sih
payment_inquiry,saldo kepotong tapi mutasi ga muncul ya
operating_hours_location,buka pas 11.11 ga untuk area Pekanbaru
refund_request,retur tas bisa via JNE ga sob
complaint,produk ga sesuai sama foto dan deskripsi ya
order_status,courier ga gerak-gerak dari seminggu lalu deh
technical_support,menu refund ga muncul di halaman dong
technical_support,error pas masukin no HP buat daftar bang
operating_hours_location,toko di Pondok Indah Mall Bali dimana kak
payment_inquiry,kena charge aneh di kartu kredit nih
complaint,hp yg saya terima kumal banget
product_service_info,spesifikasi lengkap laptop bisa liat dmn dong
product_service_info,bisa kasih rekomendasi kursi gaming
promotions_discounts,diskon setia untuk gajian berapa persen
cancellation_request,cancel otomatis karena batas waktu bayar lewat sih
account_data,cara ekspor data pembelian saya min
order_status,orderan di cancel sepihak sama seller dong
payment_inquiry,bayar pake cek bisa ga dong
payment_inquiry,invoice untuk speaker bisa dikirim ulang
technical_support,error 504 waktu buka halaman pembayaran sih
account_data,kok tiba-tiba akun premium hilang bang
complaint,saya korban penipuan di platform ini nih
shipping_information,berapa lama pengiriman ke pelosok Bandung ya
cancellation_request,pengen cancel cloud storage saya sih
shipping_information,free ongkir ke Manado minimal berapa
account_data,akun terkunci setelah salah password berulang nih
product_service_info,stok speaker masih ada deh
operating_hours_location,ada toko yg buka sampai jam 10 malam nih
refund_request,minta dikembalikan uang untuk makanan
operating_hours_location,cabang Medan buka jam berapa nih
promotions_discounts,voucher udah diklaim tapi ga muncul sob
technical_support,menu live ga muncul di halaman kak
payment_inquiry,bayar pake kartu debit bisa ga
order_status,cek kiriman JNE saya dong ya
payment_inquiry,invoice untuk barang ini bisa dikirim ulang
